ID,Name,CPU,RAM,GPU,Display,Storage,Link,Image,Price
lenovo-thinkpad-e16-gen-1-50,Lenovo ThinkPad E16 Gen 1,AMD Ryzen 5 7530U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-50/,https://laptopmedia.com/wp-content/uploads/2023/06/1-49-e1687330108276-300x245.jpg,74800
lenovo-ideapad-gaming-3i-15-860,Lenovo IdeaPad Gaming 3i 15,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",4000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-860/,https://laptopmedia.com/wp-content/uploads/2022/03/IdeaPad_Gaming_3_15IAH7_CT1_01-300x197.jpg,180900
lenovo-ideapad-gaming-3-15-350,Lenovo IdeaPad Gaming 3 15,AMD Ryzen 5 5600H,32GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3-15-350/,https://laptopmedia.com/wp-content/uploads/2023/08/51fnsoXXi6L._AC_-300x241.jpg,74900
lenovo-ideapad-gaming-3i-15-774,Lenovo IdeaPad Gaming 3i 15,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-774/,https://laptopmedia.com/wp-content/uploads/2022/03/IdeaPad_Gaming_3_15IAH7_CT1_01-300x197.jpg,170900
lenovo-thinkbook-14s-yoga-gen-2,Lenovo ThinkBook 14s Yoga Gen 2,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-14s-yoga-gen-2/,https://laptopmedia.com/wp-content/uploads/2022/04/1-33-300x286.jpg,97999
lenovo-thinkbook-14-gen-4-22,Lenovo ThinkBook 14 Gen 4,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-14-gen-4-22/,https://laptopmedia.com/wp-content/uploads/2022/04/1-30-300x253.jpg,54900
lenovo-ideapad-flex-5-14-808,Lenovo IdeaPad Flex 5 14,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0″, 2.2K (2240 x 1400), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-14-808/,https://laptopmedia.com/wp-content/uploads/2022/09/718uc1vU4L._AC_SL1500_-300x238.jpg,68688
lenovo-thinkpad-p14s-gen-3-26,Lenovo ThinkPad P14s Gen 3,Intel Core i5-1250P,16GB RAM,NVIDIA Quadro T550,"14.0"", FHD+ (1920 x 1200), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-3-26/,https://laptopmedia.com/wp-content/uploads/2022/04/1-25-300x219.jpg,123899
lenovo-thinkpad-x1-extreme-gen-4-14,Lenovo ThinkPad X1 Extreme Gen 4,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 60W)","16.0"", QHD+ (2560 x 1600), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-extreme-gen-4-14/,https://laptopmedia.com/wp-content/uploads/2021/06/1-56-e1624458182671-300x204.jpg,199999
lenovo-thinkpad-t15-gen-1-67,Lenovo ThinkPad T15 Gen 1,Intel Core i5-10210U,40GB RAM,"NVIDIA GeForce MX330 (2GB GDDR5, 25W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15-gen-1-67/,https://laptopmedia.com/wp-content/uploads/2020/02/1-34-e1588939661787-300x215.jpg,129900
