ID,Name,CPU,RAM,GPU,Display,Storage,Link,Image,Price
dell-inspiron-3501-697,Dell Inspiron 3501,Intel Core i3-1115G4,8GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-3501-697/,https://laptopmedia.com/wp-content/uploads/2021/02/photo_2021-02-12_15-06-15-e1613136184453-300x202.jpg,38534
dell-xps-9500-148,Dell XPS 9500,Intel Core i7-10750H,16GB RAM,NVIDIA GeForce GTX 1650 Ti (Laptop),"15.6”, FHD+ (1920 x 1200), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/dell-xps-9500-148/,https://laptopmedia.com/wp-content/uploads/2020/04/1-73-e1593685222888-300x200.jpg,180000
dell-inspiron-7501-335,Dell Inspiron 7501,Intel Core i5-10300H,32GB RAM,Intel UHD Graphics 630,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-7501-335/,https://laptopmedia.com/wp-content/uploads/2020/08/1-49-300x193.jpg,124599
dell-xps-9500-146,Dell XPS 9500,Intel Core i7-10750H,32GB RAM,NVIDIA GeForce GTX 1650 Ti (Laptop),"15.6”, FHD+ (1920 x 1200), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/dell-xps-9500-146/,https://laptopmedia.com/wp-content/uploads/2020/04/1-73-e1593685222888-300x200.jpg,175800
dell-inspiron-3501-327,Dell Inspiron 3501,Intel Core i5-1035G1,16GB RAM,Intel UHD Graphics G1,"15.6”, Full HD (1920 x 1080), IPS",1000GB HDD,https://laptopmedia.com/laptop-specs/dell-inspiron-3501-327/,https://laptopmedia.com/wp-content/uploads/2021/02/photo_2021-02-12_15-06-15-e1613136184453-300x202.jpg,65900
dell-latitude-5310-20,Dell Latitude 5310,Intel Core i5-10210U,8GB RAM,Intel UHD Graphics,"13.3”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/dell-latitude-5310-20/,https://laptopmedia.com/wp-content/uploads/2020/05/1-70-300x214.jpg,49500
dell-inspiron-5515-6,Dell Inspiron 5515,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-5515-6/,https://laptopmedia.com/wp-content/uploads/2021/05/1-55-300x195.jpg,87999
dell-latitude-5510-54,Dell Latitude 5510,Intel Core i7-10610U,16GB RAM,Intel UHD Graphics,"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/dell-latitude-5510-54/,https://laptopmedia.com/wp-content/uploads/2020/05/1-52-300x225.jpg,249900
dell-inspiron-5420-7,Dell Inspiron 5420,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0″, 2.2K (2240 x 1400), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-5420-7/,https://laptopmedia.com/wp-content/uploads/2022/04/notebook-inspiron-14-5420-2-in-1-gy-gallery-3.jpg,50824
dell-latitude-7420-34,Dell Latitude 7420,Intel Core i7-1185G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/dell-latitude-7420-34/,https://laptopmedia.com/wp-content/uploads/2021/02/la7420nt_cnb_00000ff090_gy_5000x5000_gettyimages-1197597312_revised-scaled-e1613131559931-300x186.jpg,169977
dell-xps-9720-4,Dell XPS 9720,Intel Core i9-12900HK,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 90W)","17.0”, UHD+ (3840 x 2400), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/dell-xps-9720-4/,https://laptopmedia.com/wp-content/uploads/2022/04/notebook-xps-17-9720-silver-gallery-3-300x182.jpg,269900
dell-inspiron-3510-122,Dell Inspiron 3510,Intel Celeron N4020,8GB RAM,Intel UHD Graphics 600,"15.6”, HD (1366 x 768), TN",256GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-3510-122/,https://laptopmedia.com/wp-content/uploads/2021/09/1-1-scaled-e1630490665624-300x174.jpg,59900
dell-inspiron-3511-292,Dell Inspiron 3511,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-292/,https://laptopmedia.com/wp-content/uploads/2021/09/1-2-scaled-e1630506399236-300x171.jpg,40097
