ID,Name,CPU,RAM,GPU,Display,Storage,Link,Image,Price
acer-aspire-5-3304,Acer Aspire 5,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/acer-aspire-5-3304/,https://laptopmedia.com/wp-content/uploads/2022/05/1-25-300x225.jpg,114999
acer-nitro-5-3246,Acer Nitro 5,AMD Ryzen 7 6800H,64GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 150W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/acer-nitro-5-3246/,https://laptopmedia.com/wp-content/uploads/2022/01/1-7-300x227.jpg,124999
acer-predator-helios-300-1421,Acer Predator Helios 300,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1421/,https://laptopmedia.com/wp-content/uploads/2022/01/1-9-300x244.jpg,171999
acer-swift-3-721,Acer Swift 3,Intel Core i5-1035G4,8GB RAM,Intel Iris Plus Graphics G4,"13.5”, 2K (2256 x 1504), IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/acer-swift-3-721/,https://laptopmedia.com/wp-content/uploads/2023/05/81cX5bb5N2L._AC_SL1500_-2-300x286.jpg,171900
acer-nitro-5-2975,Acer Nitro 5,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/acer-nitro-5-2975/,https://laptopmedia.com/wp-content/uploads/2022/01/1-7-300x227.jpg,165999
acer-aspire-5-3586,Acer Aspire 5,Intel Core i5-1135G7,24GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB HDD,https://laptopmedia.com/laptop-specs/acer-aspire-5-3586/,https://laptopmedia.com/wp-content/uploads/2023/05/51ScN5OmJML._AC_SL1093_-4-300x194.jpg,80000
acer-swift-3-728,Acer Swift 3,Intel Core i5-1035G4,8GB RAM,Intel Iris Plus Graphics G4,"13.5”, 2K (2256 x 1504), IPS",1000GB SSD,https://laptopmedia.com/laptop-specs/acer-swift-3-728/,https://laptopmedia.com/wp-content/uploads/2023/05/81cX5bb5N2L._AC_SL1500_-3-300x286.jpg,134900
acer-swift-3-675,Acer Swift 3,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,https://laptopmedia.com/laptop-specs/acer-swift-3-675/,https://laptopmedia.com/wp-content/uploads/2021/04/1-22-e1618158105710-300x213.jpg,69999
acer-aspire-5-3182,Acer Aspire 5,Intel Core i3-1115G4,8GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB HDD,https://laptopmedia.com/laptop-specs/acer-aspire-5-3182/,https://laptopmedia.com/wp-content/uploads/2020/10/1-25-e1603348191559-300x208.jpg,46900
acer-nitro-5-2595,Acer Nitro 5,Intel Core i5-12500H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,https://laptopmedia.com/laptop-specs/acer-nitro-5-2595/,https://laptopmedia.com/wp-content/uploads/2023/03/8163CZ-0otL._AC_SL1500_-300x245.jpg,156900
